record_time,temperature,relative_humidity,air_pressure,pause
2025-08-02T19:29:55.591Z,23.3,40.14,1014.37,0
2025-08-02T19:59:55.591Z,23.21,37.88,1014.59,0
2025-08-02T20:29:55.591Z,23.06,38.93,1013,0
2025-08-02T20:59:55.591Z,23.33,40.02,1013.18,0
2025-08-02T21:29:55.591Z,23.37,42.33,1013.97,0
2025-08-02T21:59:55.591Z,22.51,40.51,1012.99,0
2025-08-02T22:29:55.591Z,22.84,42.5,1012.9,0
2025-08-02T22:59:55.591Z,22.54,41.48,1013.04,0
2025-08-02T23:29:55.591Z,22.29,40.36,1014.32,0
2025-08-02T23:59:55.591Z,22.76,40.42,1013.21,0
2025-08-03T00:29:55.591Z,22.22,41.62,1013,0
2025-08-03T00:59:55.591Z,22.09,43.02,1013.6,0
2025-08-03T01:29:55.591Z,22.38,42.89,1012.77,0
