record_time,temperature,relative_humidity,air_pressure,pause
2025-08-02T19:29:55.591Z,18.81,56.03,1002.8,0
2025-08-02T19:59:55.591Z,18.91,56.09,1002.82,0
2025-08-02T20:29:55.591Z,18.54,55.41,1002.59,0
2025-08-02T20:59:55.591Z,17.97,55.91,1001.28,0
2025-08-02T21:29:55.591Z,18.25,56.08,1002.39,0
2025-08-02T21:59:55.591Z,18.36,55.93,1001.73,0
2025-08-02T22:29:55.591Z,18.22,53.82,1001.46,0
2025-08-02T22:59:55.591Z,18.56,53.56,1003.17,0
2025-08-02T23:29:55.591Z,18.28,53.65,1000.99,0
2025-08-02T23:59:55.591Z,18.12,53.77,1001.91,0
2025-08-03T00:29:55.591Z,18.38,56.91,1003.9,0
2025-08-03T00:59:55.591Z,17.87,56.49,1001.75,0
2025-08-03T01:29:55.591Z,18.51,56.2,1001.23,0
