record_time,temperature,relative_humidity,air_pressure,pause
2024-12-01T08:00:00,14.2,60.5,1014,0
2024-12-01T14:00:00,17.8,56.8,1013,0
2024-12-01T20:00:00,16.2,58.5,1013,0
2024-12-02T08:00:00,14.5,60.2,1013,0
2024-12-02T14:00:00,18.1,56.5,1013,0
2024-12-02T20:00:00,16.5,58.2,1012,0
2024-12-03T08:00:00,14.8,59.9,1012,0
2024-12-03T14:00:00,18.4,56.2,1012,0
2024-12-03T20:00:00,16.8,57.9,1012,0
2024-12-04T08:00:00,15.1,59.6,1012,0
2024-12-04T14:00:00,18.7,55.9,1012,0
2024-12-04T20:00:00,17.1,57.6,1011,0
2024-12-05T08:00:00,15.4,59.3,1011,0
2024-12-05T14:00:00,19.0,55.6,1011,0
2024-12-05T20:00:00,17.4,57.3,1011,0
2024-12-06T08:00:00,15.7,59.0,1011,0
2024-12-06T14:00:00,19.3,55.3,1011,0
2024-12-06T20:00:00,17.7,57.0,1011,0
2024-12-07T08:00:00,16.0,58.7,1011,0
2024-12-07T14:00:00,19.6,55.0,1011,0
2024-12-07T20:00:00,18.0,56.7,1011,0
2024-12-08T08:00:00,16.3,58.4,1011,0
2024-12-08T14:00:00,19.9,54.7,1011,0
2024-12-08T20:00:00,18.3,56.4,1011,0
2024-12-09T08:00:00,16.6,58.1,1011,0
2024-12-09T14:00:00,20.2,54.4,1011,0
2024-12-09T20:00:00,18.6,56.1,1011,0
2024-12-10T08:00:00,16.9,57.8,1011,0
2024-12-10T14:00:00,20.5,54.1,1011,0
2024-12-10T20:00:00,18.9,55.8,1011,0
2024-12-11T08:00:00,17.2,57.5,1011,0
2024-12-11T14:00:00,20.8,53.8,1011,0
2024-12-11T20:00:00,19.2,55.5,1011,0
2024-12-12T08:00:00,17.5,57.2,1011,0
2024-12-12T14:00:00,21.1,53.5,1011,0
2024-12-12T20:00:00,19.5,55.2,1011,0
2024-12-13T08:00:00,17.8,56.9,1011,0
2024-12-13T14:00:00,21.4,53.2,1011,0
2024-12-13T20:00:00,19.8,54.9,1011,0
2024-12-14T08:00:00,18.1,56.6,1011,0
2024-12-14T14:00:00,21.7,52.9,1011,0
2024-12-14T20:00:00,20.1,54.6,1011,0
2024-12-15T08:00:00,18.4,56.3,1011,0
2024-12-15T14:00:00,22.0,52.6,1011,0
2024-12-15T20:00:00,20.4,54.3,1011,0
2024-12-16T08:00:00,18.7,56.0,1011,0
2024-12-16T14:00:00,22.3,52.3,1011,0
2024-12-16T20:00:00,20.7,54.0,1011,0
2024-12-17T08:00:00,19.0,55.7,1011,0
2024-12-17T14:00:00,22.6,52.0,1011,0
2024-12-17T20:00:00,21.0,53.7,1011,0
2024-12-18T08:00:00,19.3,55.4,1011,0
2024-12-18T14:00:00,22.9,51.7,1011,0
2024-12-18T20:00:00,21.3,53.4,1011,0
2024-12-19T08:00:00,19.6,55.1,1011,0
2024-12-19T14:00:00,23.2,51.4,1011,0
2024-12-19T20:00:00,21.6,53.1,1011,0
2024-12-20T08:00:00,19.9,54.8,1011,0
2024-12-20T14:00:00,23.5,51.1,1011,0
2024-12-20T20:00:00,21.9,52.8,1011,0
2024-12-21T08:00:00,20.2,54.5,1011,0
2024-12-21T14:00:00,23.8,50.8,1011,0
2024-12-21T20:00:00,22.2,52.5,1011,0
2024-12-22T08:00:00,20.5,54.2,1011,0
2024-12-22T14:00:00,24.1,50.5,1011,0
2024-12-22T20:00:00,22.5,52.2,1011,0
2024-12-23T08:00:00,20.8,53.9,1011,0
2024-12-23T14:00:00,24.4,50.2,1011,0
2024-12-23T20:00:00,22.8,51.9,1011,0
2024-12-24T08:00:00,21.1,53.6,1011,0
2024-12-24T14:00:00,24.7,49.9,1011,0
2024-12-24T20:00:00,23.1,51.6,1011,0
2024-12-25T08:00:00,21.4,53.3,1011,0
2024-12-25T14:00:00,25.0,49.6,1011,0
2024-12-25T20:00:00,23.4,51.3,1011,0
2024-12-26T08:00:00,21.7,53.0,1011,0
2024-12-26T14:00:00,25.3,49.3,1011,0
2024-12-26T20:00:00,23.7,51.0,1011,0
2024-12-27T08:00:00,22.0,52.7,1011,0
2024-12-27T14:00:00,25.6,49.0,1011,0
2024-12-27T20:00:00,24.0,50.7,1011,0
2024-12-28T08:00:00,22.3,52.4,1011,0
2024-12-28T14:00:00,25.9,48.7,1011,0
2024-12-28T20:00:00,24.3,50.4,1011,0
2024-12-29T08:00:00,22.6,52.1,1011,0
2024-12-29T14:00:00,26.2,48.4,1011,0
2024-12-29T20:00:00,24.6,50.1,1011,0
2024-12-30T08:00:00,20.5,53.8,1011,0
2024-12-30T14:00:00,25.2,52.5,1011,0
2024-12-30T20:00:00,24.5,52.1,1011,0
2024-12-31T08:00:00,20.8,53.6,1011,0
2024-12-31T14:00:00,25.5,52.3,1011,0
2024-12-31T20:00:00,24.8,51.9,1011,0 
