record_time,temperature,relative_humidity,air_pressure,pause
2024-03-11T00:00:00,15.2,48.3,1008,0
2024-03-11T06:00:00,14.5,49.1,1008,0
2024-03-11T12:00:00,17.8,45.2,1007,0
2024-03-11T18:00:00,16.9,46.4,1007,0
2024-03-12T00:00:00,14.8,49.2,1006,0
2024-03-12T06:00:00,14.2,50.1,1006,0
2024-03-12T12:00:00,18.1,44.8,1005,0
2024-03-12T18:00:00,17.2,46.2,1005,0
2024-03-13T00:00:00,15.1,48.8,1004,0
2024-03-13T06:00:00,14.4,49.9,1004,0
2024-03-13T12:00:00,18.5,43.9,1003,0
2024-03-13T18:00:00,17.6,45.7,1003,0
2024-03-14T00:00:00,15.3,48.4,1002,0
2024-03-14T06:00:00,14.6,49.6,1002,0
2024-03-14T12:00:00,18.8,43.2,1001,0
2024-03-14T18:00:00,17.9,44.9,1001,0
2024-03-15T00:00:00,15.5,47.8,1002,0
2024-03-15T06:00:00,14.8,48.1,1002,0
2024-03-15T12:00:00,19.2,42.6,1003,0
2024-03-15T18:00:00,18.2,44.3,1003,0
2024-03-16T00:00:00,15.8,47.4,1004,0
2024-03-16T06:00:00,15.1,48.8,1004,0
2024-03-16T12:00:00,19.5,42.1,1005,0
2024-03-16T18:00:00,18.5,43.9,1005,0
2024-03-17T00:00:00,16.1,46.9,1006,0
2024-03-17T06:00:00,15.4,47.2,1006,0
2024-03-17T12:00:00,19.8,41.7,1007,0
2024-03-17T18:00:00,18.8,43.5,1007,0
2024-03-18T00:00:00,16.4,46.5,1008,0
2024-03-18T06:00:00,15.7,47.8,1008,0
2024-03-18T12:00:00,20.1,41.3,1007,0
2024-03-18T18:00:00,19.1,43.1,1007,0
2024-03-19T00:00:00,16.7,46.1,1006,0
2024-03-19T06:00:00,16.0,47.4,1006,0
2024-03-19T12:00:00,20.4,40.9,1005,0
2024-03-19T18:00:00,19.4,42.7,1005,0
2024-03-20T00:00:00,17.0,45.7,1004,0
2024-03-20T06:00:00,16.3,46.0,1004,0
2024-03-20T12:00:00,20.7,40.5,1003,0
2024-03-20T18:00:00,19.7,42.3,1003,0 
