record_time,temperature,relative_humidity,air_pressure,pause
2024-03-11T00:00:00,1.2,68.3,1015,0
2024-03-11T06:00:00,0.5,69.1,1015,0
2024-03-11T12:00:00,3.8,65.2,1014,0
2024-03-11T18:00:00,2.9,66.4,1014,0
2024-03-12T00:00:00,0.8,69.2,1013,0
2024-03-12T06:00:00,0.2,70.1,1013,0
2024-03-12T12:00:00,4.1,64.8,1012,0
2024-03-12T18:00:00,3.2,66.2,1012,0
2024-03-13T00:00:00,1.1,68.8,1011,0
2024-03-13T06:00:00,0.4,69.9,1011,0
2024-03-13T12:00:00,4.5,63.9,1010,0
2024-03-13T18:00:00,3.6,65.7,1010,0
2024-03-14T00:00:00,1.3,68.4,1009,0
2024-03-14T06:00:00,0.6,69.6,1009,0
2024-03-14T12:00:00,4.8,63.2,1008,0
2024-03-14T18:00:00,3.9,64.9,1008,0
2024-03-15T00:00:00,1.5,67.8,1009,0
2024-03-15T06:00:00,0.8,68.1,100S9,0
2024-03-15T12:00:00,5.2,62.6,1010,0
2024-03-15T18:00:00,4.2,64.3,1010,0
2024-03-16T00:00:00,1.8,67.4,1011,0
2024-03-16T06:00:00,1.1,68.8,1011,0
2024-03-16T12:00:00,5.5,62.1,1012,0
2024-03-16T18:00:00,4.5,63.9,1012,0
2024-03-17T00:00:00,2.1,66.9,1013,0
2024-03-17T06:00:00,1.4,67.2,1013,0
2024-03-17T12:00:00,5.8,61.7,1014,0
2024-03-17T18:00:00,4.8,63.5,1014,0
2024-03-18T00:00:00,2.4,66.5,1015,0
2024-03-18T06:00:00,1.7,67.8,1015,0
2024-03-18T12:00:00,6.1,61.3,1014,0
2024-03-18T18:00:00,5.1,63.1,1014,0
2024-03-19T00:00:00,2.7,66.1,1013,0
2024-03-19T06:00:00,2.0,67.4,1013,0
2024-03-19T12:00:00,6.4,60.9,1012,0
2024-03-19T18:00:00,5.4,62.7,1012,0
2024-03-20T00:00:00,3.0,65.7,1011,0
2024-03-20T06:00:00,2.3,66.0,1011,0
2024-03-20T12:00:00,6.7,60.5,1010,0
2024-03-20T18:00:00,5.7,62.3,1010,0 
